Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-157451 PR,Residential ,9,Demolition,3,0,Historic Preservation,1
2022-157492 PR,Residential ,0,Repair,1,0,None,0
2022-157496 PR,Residential ,9,Demolition,2,0,Historic Preservation,1
2022-157517 PR,Residential ,9,Demolition,2,0,Historic Preservation,1
2022-157522 PR,Residential ,55,Addition and Remodel,7,1,Fire Review,2
2022-157548 PR,Residential ,12,Demolition,2,0,Historic Preservation,1
2022-157596 PR,Residential ,120,Addition and Remodel,7,1,Residential Zoning Review,3
2022-157683 PR,Residential ,0,Repair,1,0,None,0
2022-157701 PR,Residential ,0,Repair,1,0,None,0
2022-157811 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-157900 PR,Residential ,50,Addition and Remodel,4,1,Residential Zoning Review,2
2022-157908 PR,Residential ,69,Addition and Remodel,9,2,Residential Zoning Review,2
2022-157961 PR,Residential ,0,Repair,1,0,None,0
2022-157972 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2022-158095 PR,Residential ,62,New,6,1,Tree Ordinance Review,2
2022-158150 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2022-158205 PR,Commericial ,8,Remodel,5,1,Commercial Zoning Review,2
2022-158206 PR,Residential ,63,New,8,3,Residential Zoning Review,2
2022-158240 PR,Commericial ,47,Remodel,8,3,Commercial Building Plans,2
2022-158364 PR,Commericial ,50,Remodel,18,4,Building Plans - Electrical,2
2022-158576 PR,Residential ,12,Demolition,3,0,Historic Preservation,1
2022-158583 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-158622 PR,Commericial ,11,Remodel,10,0,Commercial Building Plans,1
2022-158639 PR,Residential ,68,Addition and Remodel,6,2,Residential Zoning Review,2
2022-158651 PR,Residential ,75,Demolition,4,1,Tree Ordinance Review,2
2022-158662 PR,Residential ,75,Demolition,4,1,Tree Ordinance Review,2
2022-158707 PR,Commericial ,74,Remodel,17,4,Commercial Building Plans,2
2022-158716 PR,Residential ,74,Addition and Remodel,6,2,Residential Zoning Review,2
2022-158724 PR,Commericial ,81,Remodel,5,1,Commercial Building Plans,2
2022-158860 PR,Commericial ,108,Remodel,17,5,Structural Review,4
2022-158883 PR,Residential ,83,New,11,4,Residential Zoning Review,2
2022-158964 PR,Residential ,0,Repair,1,0,None,0
2022-158986 PR,Commericial ,115,Remodel,23,7,Commercial Site Plan Review,3
2022-159076 PR,Residential ,108,New,9,2,Residential Zoning Review,2
2022-159079 PR,Residential ,111,New,8,2,Residential Zoning Review,2
2022-159105 PR,Commericial ,97,Remodel,5,1,Commercial Building Plans,2
2022-159133 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-159136 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-159140 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-159142 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-159144 PR,Commericial ,76,Remodel,5,1,Commercial Building Plans,2
2022-159192 PR,Residential ,0,Repair,1,0,None,0
2022-159199 PR,Residential ,0,Repair,1,0,None,0
2022-159206 PR,Residential ,0,Repair,1,0,None,0
2022-159211 PR,Residential ,0,Repair,1,0,None,0
2022-159219 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-159220 PR,Residential ,0,Repair,1,0,None,0
2022-159236 PR,Residential ,0,Repair,1,0,None,0
2022-159307 PR,Commericial ,74,Remodel,5,1,Commercial Building Plans,2
2022-159436 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-159525 PR,Commericial ,21,Remodel,4,0,Commercial Building Plans,1
2022-159636 PR,Residential ,0,Repair,1,0,None,0
2022-159653 PR,Residential ,58,New,9,3,Residential Zoning Review,2
2022-159696 PR,Residential ,16,Demolition,3,0,Historic Preservation,1
2022-159702 PR,Commericial ,8,Remodel,5,1,Commercial Building Plans,2
2022-159706 PR,Residential ,0,Repair,1,0,None,0
2022-159903 PR,Residential ,0,Repair,1,0,None,0
2022-159948 PR,Residential ,66,Addition and Remodel,7,2,Residential Zoning Review,2
2022-160039 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-160097 PR,Residential ,0,Repair,1,0,None,0
2022-160139 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-160155 PR,Residential ,9,Demolition,2,0,Tree Ordinance Review,1
2022-160182 PR,Residential ,0,Repair,1,0,None,0
2022-160275 PR,Residential ,50,New,12,5,Tech Master Review,2
2022-160318 PR,Residential ,0,Repair,1,0,None,0
2022-160370 PR,Residential ,0,Repair,1,0,None,0
2022-160525 PR,Residential ,0,Repair,1,0,None,0
2022-160567 PR,Residential ,0,Repair,1,0,None,0
2022-160608 PR,Commericial ,25,Remodel,12,2,Commercial Building Plans,2
2022-160632 PR,Residential ,0,Repair,1,0,None,0
2022-160682 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-160686 PR,Residential ,0,Repair,1,0,None,0
2022-160689 PR,Residential ,0,Repair,1,0,None,0
2022-160746 PR,Residential ,19,New,4,0,Residential Zoning Review,1
2022-160771 PR,Residential ,0,Repair,1,0,None,0
2022-160871 PR,Residential ,71,Addition and Remodel,5,2,Residential Zoning Review,2
2022-160893 PR,Commericial ,13,New,6,2,Commercial Building Plans,2
2022-161192 PR,Residential ,83,Demolition,4,1,Historic Preservation,2
2022-161267 PR,Commericial ,92,Remodel,5,1,Commercial Building Plans,2
2022-161312 PR,Residential ,69,Addition and Remodel,6,2,Residential Zoning Review,2
2022-161327 PR,Commericial ,109,Remodel,23,8,Building Plans - Electrical,3
2022-161336 PR,Residential ,47,New,12,5,Tech Master Review,2
2022-161368 PR,Residential ,34,New,14,6,Tech Master Review,2
2022-161462 PR,Commericial ,92,Remodel,25,10,Building Plans - Plumbing,3
2022-161542 PR,Commericial ,68,Remodel,20,7,Commercial Building Plans,3
2022-161641 PR,Residential ,109,Addition and Remodel,6,1,Residential Zoning Review,2
2022-161700 PR,Residential ,71,Addition and Remodel,11,3,Residential Zoning Review,2
2022-161771 PR,Commericial ,47,Remodel,21,9,Building Plans - Mechanical,6
2022-161782 PR,Residential ,34,Addition and Remodel,5,1,Residential Zoning Review,2
2022-161881 PR,Residential ,5,Demolition,2,0,Historic Preservation,1
2022-161896 PR,Residential ,7,Demolition,2,0,Tree Ordinance Review,1
2022-161909 PR,Residential ,5,Demolition,2,0,Historic Preservation,1
2022-161937 PR,Residential ,0,Repair,1,0,None,0
2022-161979 PR,Residential ,0,Repair,1,0,None,0
2022-161992 PR,Residential ,0,Repair,1,0,None,0
2022-161998 PR,Residential ,0,Repair,1,0,None,0
2022-162041 PR,Residential ,18,Demolition,4,1,Tree Ordinance Review,2
2022-162071 PR,Residential ,0,Repair,1,0,None,0
2022-162075 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2022-162095 PR,Residential ,0,Repair,1,0,None,0
2022-162120 PR,Residential ,0,Repair,1,0,None,0
2022-162144 PR,Residential ,95,Addition and Remodel,11,4,Residential Zoning Review,2
2022-162146 PR,Residential ,0,Repair,1,0,None,0
2022-162155 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2022-162166 PR,Commericial ,3,Remodel,1,0,None,0
2022-162341 PR,Residential ,0,Repair,1,0,None,0
2022-162622 PR,Residential ,14,Addition and Remodel,2,0,Residential Zoning Review,1
2022-162685 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-162695 PR,Residential ,51,Addition and Remodel,5,1,Tech Master Review,2
2022-162754 PR,Residential ,0,Repair,1,0,None,0
2022-162766 PR,Residential ,10,Demolition,3,0,Historic Preservation,1
2022-162842 PR,Residential ,51,New,8,1,AE BSPA,2
2022-165585 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-165635 PR,Residential ,0,Repair,1,0,None,0
2022-165698 PR,Residential ,38,Addition and Remodel,6,2,Tech Master Review,2
2022-165704 PR,Residential ,0,Repair,1,0,None,0
2022-165731 PR,Residential ,0,Repair,1,0,None,0
2022-165764 PR,Residential ,63,New,6,1,Residential Zoning Review,2
2022-165781 PR,Residential ,0,Repair,1,0,None,0
2022-165846 PR,Commericial ,81,Remodel,19,5,Commercial Building Plans,4
2022-165858 PR,Residential ,81,New,12,5,Tech Master Review,2
2022-165919 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-165962 PR,Residential ,21,Addition and Remodel,3,0,Residential Zoning Review,1
2022-165964 PR,Residential ,60,New,9,3,Residential Zoning Review,2
2022-165975 PR,Residential ,0,Repair,1,0,None,0
2022-166033 PR,Residential ,74,New,5,1,Residential Zoning Review,2
2022-166068 PR,Residential ,0,Repair,1,0,None,0
2022-166238 PR,Residential ,51,Addition and Remodel,6,2,Residential Zoning Review,2
2022-166338 PR,Residential ,0,Repair,1,0,None,0
2022-166343 PR,Residential ,27,Addition and Remodel,5,2,Residential Zoning Review,2
2022-166350 PR,Commericial ,31,Remodel,13,1,Building Plans - Electrical,2
2022-166356 PR,Residential ,0,Repair,1,0,None,0
2022-166361 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2022-166385 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-166509 PR,Residential ,64,New,13,5,AW UDS TAP Plan Review,3
2022-166569 PR,Residential ,0,Repair,1,0,None,0
2022-166580 PR,Residential ,0,Repair,1,0,None,0
2022-166598 PR,Residential ,0,Repair,1,0,None,0
2022-166643 PR,Residential ,0,Repair,1,0,None,0
2022-166648 PR,Commericial ,6,Demolition,2,0,Historic Preservation,1
2022-166658 PR,Residential ,27,New,4,0,Residential Zoning Review,1
2022-166692 PR,Residential ,29,Addition and Remodel,2,1,Residential Zoning Review,2
2022-166713 PR,Residential ,22,Addition and Remodel,2,0,Residential Zoning Review,1
2022-166848 PR,Residential ,0,Repair,1,0,None,0
2022-166938 PR,Commericial ,10,New,6,2,Commercial Building Plans,2
2022-166971 PR,Residential ,0,Repair,1,0,None,0
2022-166992 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-167045 PR,Residential ,0,Repair,1,0,None,0
2022-167131 PR,Residential ,56,New,8,2,Residential Zoning Review,2
2022-167153 PR,Residential ,56,New,7,2,Residential Zoning Review,2
2022-167166 PR,Commericial ,27,Remodel,11,1,Structural Review,2
2022-167181 PR,Residential ,9,Demolition,3,0,Historic Preservation,1
2022-167197 PR,Residential ,0,Repair,1,0,None,0
2022-167221 PR,Residential ,0,Repair,1,0,None,0
2022-167251 PR,Residential ,70,Addition and Remodel,10,4,Residential Zoning Review,2
2022-167284 PR,Commericial ,26,Remodel,5,1,Commercial Building Plans,2
2022-167317 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-167469 PR,Residential ,92,New,11,3,Residential Zoning Review,2
2022-167626 PR,Residential ,0,Repair,1,0,None,0
2022-167672 PR,Residential ,47,New,16,7,Tech Master Review,2
2022-167715 PR,Residential ,0,Repair,1,0,None,0
2022-167721 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-167770 PR,Residential ,74,New,11,3,Residential Zoning Review,2
2022-167800 PR,Commericial ,57,Remodel,13,0,Commercial Building Plans,1
2022-167803 PR,Residential ,60,New,8,2,Residential Zoning Review,2
2022-167812 PR,Residential ,0,Repair,1,0,None,0
2022-167829 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-167839 PR,Residential ,0,Repair,1,0,None,0
2022-167856 PR,Residential ,22,Repair,3,1,Flood Plain Review,2
2022-167859 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-168215 PR,Residential ,53,New,7,1,Tree Ordinance Review,2
2022-168248 PR,Residential ,45,New,7,1,Historic Preservation,2
2022-168255 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-168353 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-168361 PR,Residential ,0,Repair,1,0,None,0
2022-168388 PR,Residential ,4,Demolition,3,0,Historic Preservation,1
2022-168586 PR,Residential ,24,Addition and Remodel,10,4,Tech Master Review,2
2022-168730 PR,Residential ,74,New,7,1,Residential Zoning Review,2
2022-168786 PR,Residential ,86,Addition and Remodel,3,1,Residential Zoning Review,2
2022-168806 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-168832 PR,Residential ,0,Repair,1,0,None,0
2022-168973 PR,Commericial ,1,Demolition,1,0,None,0
2022-169045 PR,Residential ,0,Repair,1,0,None,0
2022-169107 PR,Residential ,1,Demolition,1,0,None,0
2022-169137 PR,Residential ,66,Addition and Remodel,10,4,Residential Zoning Review,3
2022-169365 PR,Residential ,105,New,12,3,Residential Zoning Review,3
2022-169435 PR,Residential ,0,Repair,1,0,None,0
2022-169442 PR,Residential ,0,Repair,1,0,None,0
2022-169549 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-169586 PR,Residential ,23,Addition and Remodel,6,2,Residential Zoning Review,2
2022-169590 PR,Residential ,30,Demolition,2,0,Historic Review,1
2022-169620 PR,Residential ,21,Demolition,2,0,Historic Preservation,1
2022-169629 PR,Residential ,62,Addition and Remodel,12,5,Tech Master Review,2
2022-169641 PR,Residential ,97,Addition and Remodel,10,3,Residential Zoning Review,2
2022-169658 PR,Residential ,22,Addition and Remodel,7,2,Residential Zoning Review,2
2022-169681 PR,Residential ,29,Demolition,2,0,Tree Ordinance Review,1
2022-169885 PR,Commericial ,55,Remodel,23,9,Commercial Zoning Review,3
2022-169923 PR,Residential ,41,Addition and Remodel,7,3,Residential Zoning Review,2
2022-170154 PR,Commericial ,13,Remodel,4,0,Commercial Building Plans,1
2022-170163 PR,Residential ,11,Demolition,2,0,Tree Ordinance Review,1
2022-170207 PR,Residential ,0,Repair,1,0,None,0
2022-170244 PR,Residential ,0,Repair,1,0,None,0
2022-170253 PR,Residential ,4,Demolition,1,0,None,0
2022-170256 PR,Residential ,0,Repair,1,0,None,0
2022-170304 PR,Residential ,0,Repair,1,0,None,0
2022-170311 PR,Residential ,0,Repair,1,0,None,0
2022-170331 PR,Residential ,0,Repair,1,0,None,0
2022-170343 PR,Residential ,0,Repair,1,0,None,0
2022-170356 PR,Residential ,90,Addition and Remodel,7,2,Residential Zoning Review,2
2022-170423 PR,Residential ,5,Demolition,2,0,Historic Preservation,1
2022-170478 PR,Residential ,0,Repair,1,0,None,0
2022-170497 PR,Residential ,0,Repair,1,0,None,0
2022-170506 PR,Residential ,0,Repair,1,0,None,0
2022-170530 PR,Residential ,0,Repair,1,0,None,0
2022-170559 PR,Residential ,0,Repair,1,0,None,0
2022-170572 PR,Residential ,0,Repair,1,0,None,0
2022-170603 PR,Residential ,98,Addition and Remodel,9,3,Residential Zoning Review,2
2022-170723 PR,Residential ,90,Addition and Remodel,10,4,Residential Zoning Review,2
2022-170731 PR,Residential ,20,Repair,2,0,Flood Plain Review,1
2022-170798 PR,Residential ,0,Repair,1,0,None,0
2022-170808 PR,Residential ,0,Repair,1,0,None,0
2022-170819 PR,Residential ,0,Repair,1,0,None,0
2022-170839 PR,Residential ,0,Repair,1,0,None,0
2022-170841 PR,Residential ,90,Addition and Remodel,18,8,Tech Master Review,2
2022-170844 PR,Residential ,60,Addition and Remodel,6,1,Tree Ordinance Review,2
2022-170850 PR,Residential ,0,Repair,1,0,None,0
2022-170861 PR,Residential ,61,New,8,1,Residential Zoning Review,2
2022-170889 PR,Residential ,20,Repair,2,0,Flood Plain Review,1
2022-170949 PR,Commericial ,10,Remodel,12,1,Building Plans - Mechanical,2
2022-171009 PR,Residential ,31,Addition and Remodel,7,1,Historic Preservation,2
2022-171031 PR,Residential ,0,Repair,1,0,None,0
2022-171043 PR,Residential ,28,New,5,0,Residential Zoning Review,1
2022-171054 PR,Residential ,0,Repair,1,0,None,0
2022-171081 PR,Residential ,80,Addition and Remodel,5,2,Residential Zoning Review,3
2022-171206 PR,Commericial ,12,Remodel,5,1,Commercial Zoning Review,2
2022-171447 PR,Residential ,0,Repair,1,0,None,0
2022-171493 PR,Residential ,67,New,4,1,Residential Zoning Review,2
2022-171614 PR,Residential ,0,Repair,1,0,None,0
2022-171691 PR,Residential ,50,New,12,2,AE BSPA,2
2022-171697 PR,Residential ,8,Demolition,2,0,Historic Preservation,1
2022-171857 PR,Residential ,0,Repair,1,0,None,0
2022-171923 PR,Commericial ,10,Remodel,4,0,Commercial Building Plans,1
2022-171925 PR,Residential ,17,Repair,2,0,Flood Plain Review,1
2022-171955 PR,Residential ,50,New,14,6,Tech Master Review,2
2022-171993 PR,Residential ,59,New,7,2,Residential Zoning Review,2
2022-172155 PR,Residential ,0,Repair,1,0,None,0
2022-172172 PR,Residential ,0,Repair,1,0,None,0
2022-172188 PR,Commericial ,16,New,5,1,Commercial Building Plans,3
2022-172220 PR,Residential ,0,Repair,1,0,None,0
2022-172358 PR,Residential ,0,Repair,1,0,None,0
2022-172370 PR,Residential ,84,New,7,2,Residential Zoning Review,2
2022-172373 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-172386 PR,Residential ,0,Repair,1,0,None,0
2022-172405 PR,Residential ,0,Repair,1,0,None,0
2022-172471 PR,Residential ,0,Repair,1,0,None,0
2022-172490 PR,Residential ,0,Repair,1,0,None,0
2022-172573 PR,Residential ,35,Demolition,2,0,Historic Preservation,1
2022-172595 PR,Residential ,29,Demolition,2,0,Tree Ordinance Review,1
2022-172621 PR,Residential ,68,Relocation,4,1,Historic Preservation,2
2022-172624 PR,Residential ,0,Repair,1,0,None,0
2022-172672 PR,Residential ,16,Repair,3,1,Flood Plain Review,2
2022-172851 PR,Residential ,24,Addition and Remodel,4,1,Tech Master Review,3
2022-172943 PR,Residential ,78,New,16,7,Tech Master Review,2
2022-173091 PR,Residential ,23,New,14,6,Flood Plain Review,3
2022-173292 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-173332 PR,Residential ,0,Repair,1,0,None,0
2022-173360 PR,Residential ,74,Addition and Remodel,6,1,Tree Ordinance Review,2
2022-173371 PR,Residential ,0,Repair,1,0,None,0
2022-173468 PR,Residential ,0,Repair,1,0,None,0
2022-173487 PR,Residential ,0,Repair,1,0,None,0
2022-173528 PR,Residential ,29,Demolition,4,1,Tree Ordinance Review,2
2022-173539 PR,Residential ,7,Demolition,2,0,Tree Ordinance Review,1
2022-173563 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-173571 PR,Residential ,49,Addition and Remodel,5,2,Residential Zoning Review,2
2022-173690 PR,Residential ,9,Addition and Remodel,3,0,Residential Zoning Review,1
2022-173721 PR,Residential ,85,Addition and Remodel,6,1,Tech Master Review,2
2022-173940 PR,Residential ,79,New,14,5,Residential Zoning Review,2
2022-173990 PR,Residential ,0,Repair,1,0,None,0
2022-173994 PR,Residential ,0,Repair,1,0,None,0
2022-174041 PR,Residential ,0,Demolition,1,0,None,0
2022-174042 PR,Commericial ,58,Remodel,16,3,Commercial Building Plans,2
2022-174105 PR,Residential ,28,New,7,0,Residential Zoning Review,1
2022-174138 PR,Residential ,0,Repair,1,0,None,0
2022-174236 PR,Residential ,21,Addition and Remodel,3,1,Residential Zoning Review,3
2022-174344 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-174352 PR,Residential ,7,Repair,2,1,Flood Plain Review,2
2022-174390 PR,Residential ,0,Repair,1,0,None,0
2022-174405 PR,Residential ,0,Repair,1,0,None,0
2022-174413 PR,Residential ,0,Repair,1,0,None,0
2022-174490 PR,Residential ,62,Addition and Remodel,5,1,Residential Zoning Review,2
2022-174549 PR,Commericial ,6,Remodel,4,0,Commercial Building Plans,1
2022-174553 PR,Residential ,21,Addition and Remodel,12,5,Tech Master Review,2
2022-174582 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-174599 PR,Residential ,0,Repair,1,0,None,0
2022-174628 PR,Residential ,0,Repair,1,0,None,0
2022-174745 PR,Residential ,21,New,4,0,Residential Zoning Review,1
2022-174767 PR,Residential ,0,Repair,1,0,None,0
2022-174794 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-174885 PR,Residential ,77,Addition and Remodel,8,2,Residential Zoning Review,2
2022-174934 PR,Residential ,69,Addition and Remodel,8,2,Residential Zoning Review,2
2022-174966 PR,Residential ,12,Relocation,3,0,Historic Preservation,1
2022-175051 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-175060 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-175064 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-175097 PR,Residential ,12,Demolition,3,0,Historic Preservation,1
2022-175127 PR,Commericial ,25,Remodel,13,3,Building Plans - Electrical,2
2022-175155 PR,Residential ,56,Addition and Remodel,6,2,Residential Zoning Review,2
2022-175313 PR,Residential ,19,New,16,7,Tech Master Review,2
2022-175345 PR,Residential ,0,Repair,1,0,None,0
2022-175435 PR,Residential ,6,Demolition,2,1,Historic Preservation,2
2022-175458 PR,Residential ,0,Repair,1,0,None,0
2022-175548 PR,Residential ,73,Addition and Remodel,6,2,Residential Zoning Review,2
2022-175571 PR,Commericial ,62,Remodel,17,5,Commercial Building Plans,2
2022-175614 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-175674 PR,Residential ,0,Repair,1,0,None,0
2022-175678 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-175685 PR,Residential ,0,Repair,1,0,None,0
2022-175691 PR,Residential ,0,Repair,1,0,None,0
2022-175699 PR,Residential ,0,Repair,1,0,None,0
2022-175724 PR,Residential ,0,Repair,1,0,None,0
2022-175819 PR,Residential ,0,Repair,1,0,None,0
2022-175822 PR,Commericial ,60,Remodel,19,6,Commercial Building Plans,2
2022-175934 PR,Residential ,0,Repair,1,0,None,0
2022-176031 PR,Residential ,72,Addition and Remodel,9,2,Residential Zoning Review,2
2022-176052 PR,Residential ,0,Repair,1,0,None,0
2022-176098 PR,Residential ,30,Addition and Remodel,7,0,Residential Zoning Review,1
2022-176123 PR,Residential ,0,Repair,1,0,None,0
2022-176165 PR,Commericial ,8,Demolition,1,0,None,0
2022-176333 PR,Residential ,0,Repair,1,0,None,0
2022-176362 PR,Residential ,0,Repair,1,0,None,0
2022-176556 PR,Residential ,0,Repair,1,0,None,0
2022-176583 PR,Residential ,30,New,4,0,Residential Zoning Review,1
2022-176835 PR,Residential ,58,New,16,7,Tech Master Review,2
2022-176873 PR,Residential ,35,New,16,7,Tech Master Review,2
2022-176974 PR,Residential ,43,Addition and Remodel,12,5,Tech Master Review,2
2022-177088 PR,Residential ,12,Demolition,3,0,Historic Preservation,1
2022-177127 PR,Residential ,35,Addition and Remodel,12,5,Tech Master Review,2
2022-177159 PR,Residential ,54,Addition and Remodel,8,3,Residential Zoning Review,2
2022-177167 PR,Residential ,42,Addition and Remodel,5,1,Residential Zoning Review,2
2022-177254 PR,Residential ,0,Repair,1,0,None,0
2022-177297 PR,Commericial ,28,Remodel,13,3,Commercial Building Plans,2
2022-177338 PR,Commericial ,41,Remodel,5,1,Commercial Building Plans,2
2022-177409 PR,Residential ,50,New,7,2,Historic Preservation,2
2022-177413 PR,Residential ,0,Repair,1,0,None,0
2022-177503 PR,Commericial ,60,Remodel,18,7,Commercial Building Plans,2
2022-177519 PR,Residential ,0,Repair,1,0,None,0
2022-177640 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-177660 PR,Residential ,75,New,6,2,Residential Zoning Review,2
2022-177679 PR,Commericial ,53,Remodel,13,2,Building Plans - Electrical,3
2022-177733 PR,Residential ,0,Repair,1,0,None,0
2022-177788 PR,Residential ,0,Repair,1,0,None,0
2022-177933 PR,Residential ,0,Repair,1,0,None,0
2022-178021 PR,Residential ,0,Repair,1,0,None,0
2022-178086 PR,Residential ,10,Addition and Remodel,4,0,Residential Zoning Review,1
2022-178092 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-178133 PR,Residential ,45,New,15,6,AE BSPA,3
2022-178199 PR,Residential ,28,New,5,1,Residential Zoning Review,3
2022-178220 PR,Residential ,0,Repair,1,0,None,0
2022-178229 PR,Residential ,26,Addition and Remodel,8,2,Residential Zoning Review,2
2022-178252 PR,Residential ,0,Repair,1,0,None,0
2022-178574 PR,Residential ,0,Repair,1,0,None,0
2022-178575 PR,Residential ,4,Demolition,3,0,Historic Preservation,1
2022-178635 PR,Residential ,1,Repair,2,1,Historic Preservation,2
2022-178676 PR,Residential ,37,Addition and Remodel,7,1,Residential Zoning Review,2
2022-178848 PR,Residential ,36,Addition and Remodel,2,0,Residential Zoning Review,1
2022-178853 PR,Residential ,37,Demolition,3,0,Historic Preservation,1
2022-178926 PR,Residential ,0,Repair,1,0,None,0
2022-178962 PR,Residential ,0,Repair,1,0,None,0
2022-179157 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-179192 PR,Residential ,27,New,4,0,Residential Zoning Review,1
2022-179251 PR,Residential ,0,Repair,1,0,None,0
2022-179311 PR,Residential ,0,Repair,1,0,None,0
2022-179328 PR,Residential ,0,Repair,1,0,None,0
2022-179391 PR,Residential ,22,Addition and Remodel,2,0,Residential Zoning Review,1
2022-179422 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-179457 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-179590 PR,Residential ,15,Demolition,3,0,Historic Preservation,1
2022-179625 PR,Residential ,7,Repair,2,1,Flood Plain Review,3
2022-181931 PR,Commericial ,70,New,28,10,Commercial Zoning Review,7
2022-182059 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-182057 PR,Residential ,34,Addition and Remodel,7,2,Tech Master Review,5
2022-182121 PR,Residential ,26,Addition and Remodel,4,0,Residential Zoning Review,1
2022-182287 PR,Residential ,65,Addition and Remodel,9,3,Residential Zoning Review,2
2022-182414 PR,Residential ,0,Repair,1,0,None,0
2022-182424 PR,Commericial ,40,Remodel,6,2,Commercial Building Plans,2
2022-182428 PR,Residential ,61,New,4,1,Residential Zoning Review,2
2022-182557 PR,Residential ,0,Repair,1,0,None,0
2022-182818 PR,Commericial ,29,Remodel,12,2,Building Plans - Mechanical,2
2022-182837 PR,Residential ,20,Addition and Remodel,5,0,Residential Zoning Review,1
2022-182856 PR,Residential ,29,Demolition,3,0,Historic Preservation,1
2022-182947 PR,Residential ,0,Repair,1,0,None,0
2022-183037 PR,Commericial ,39,Remodel,21,10,Building Plans - Mechanical,3
2022-183057 PR,Residential ,0,Repair,1,0,None,0
2022-183112 PR,Residential ,21,Demolition,3,0,Historic Preservation,1
2022-183141 PR,Residential ,12,Demolition,2,0,Tree Ordinance Review,1
2022-183145 PR,Residential ,25,Addition and Remodel,5,2,Residential Zoning Review,2
2022-183190 PR,Residential ,28,Addition and Remodel,7,0,Residential Zoning Review,1
2022-183200 PR,Residential ,0,Repair,1,0,None,0
2022-183270 PR,Residential ,73,New,11,4,Residential Zoning Review,2
2022-183272 PR,Residential ,45,Addition and Remodel,5,1,Residential Zoning Review,2
2022-183336 PR,Residential ,0,Repair,1,0,None,0
2022-183592 PR,Residential ,0,Repair,1,0,None,0
2022-183598 PR,Residential ,24,Addition and Remodel,2,0,Residential Zoning Review,1
2022-183622 PR,Residential ,0,Repair,1,0,None,0
2022-183641 PR,Residential ,0,Repair,1,0,None,0
2022-183727 PR,Residential ,32,Addition and Remodel,3,0,Residential Zoning Review,1
2022-183910 PR,Residential ,65,Addition and Remodel,8,3,Residential Zoning Review,2
2022-184077 PR,Commericial ,48,Remodel,13,2,ATD SIF Review,3
2022-184096 PR,Residential ,0,Repair,1,0,None,0
2022-184117 PR,Commericial ,29,Remodel,13,2,Building Plans - Mechanical,2
2022-184132 PR,Commericial ,15,Remodel,11,0,Commercial Building Plans,1
2022-184196 PR,Residential ,0,Repair,1,0,None,0
2022-184215 PR,Residential ,28,New,6,0,Residential Zoning Review,1
