Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-121323 PR,Commericial ,76,Remodel,15,3,Building Plans - Electrical,2
2022-121613 PR,Commericial ,37,Remodel,11,0,Commercial Building Plans,1
2022-121756 PR,Residential ,77,New,8,3,Tech Master Review,2
2022-121791 PR,Residential ,59,New,8,3,Tech Master Review,2
2022-121992 PR,Commericial ,75,Remodel,13,1,Building Plans - Electrical,2
2022-122269 PR,Commericial ,36,New,12,1,Building Plans - Energy,2
2022-122306 PR,Residential ,75,New,8,3,Tech Master Review,2
2022-122446 PR,Commericial ,57,Remodel,19,5,AW Industrial Waste,7
2022-122696 PR,Commericial ,61,Remodel,14,5,Commercial Building Plans,4
2022-122997 PR,Residential ,11,New,3,0,Fire Review,1
2022-123084 PR,Commericial ,39,Remodel,21,10,Building Plans - Electrical,2
2022-123091 PR,Residential ,12,New,3,0,Fire Review,1
2022-123128 PR,Residential ,11,New,3,0,Fire Review,1
2022-123315 PR,Residential ,0,Repair,1,0,None,0
2022-123723 PR,Residential ,144,New,15,6,ATD SIF Review,3
2022-123805 PR,Residential ,0,Repair,1,0,None,0
2022-124038 PR,Commericial ,79,Remodel,16,3,Commercial Building Plans,4
2022-124052 PR,Commericial ,80,Remodel,16,5,Commercial Building Plans,3
2022-124054 PR,Commericial ,129,Remodel,18,3,Commercial Building Plans,3
2022-127827 PR,Residential ,52,New,4,1,Fire Review,2
2022-128338 PR,Commericial ,167,Remodel,15,2,Commercial Building Plans,3
2022-128405 PR,Residential ,65,New,16,7,Tech Master Review,2
2022-128625 PR,Residential ,7,New,3,0,Fire Review,1
2022-128634 PR,Residential ,6,New,3,0,Fire Review,1
2022-128642 PR,Residential ,6,New,3,0,Fire Review,1
2022-128660 PR,Residential ,16,New,7,2,Residential Zoning Review,2
2022-128735 PR,Residential ,10,New,3,0,Fire Review,1
2022-128743 PR,Commericial ,91,Remodel,14,2,Commercial Building Plans,2
2022-128749 PR,Residential ,17,New,3,0,Fire Review,1
2022-128800 PR,Commericial ,51,Remodel,13,3,Commercial Building Plans,2
2022-129131 PR,Residential ,63,Addition and Remodel,9,4,Residential Zoning Review,2
2022-129332 PR,Commericial ,44,Remodel,13,1,Building Plans - Electrical,2
2022-129463 PR,Commericial ,61,New,28,11,Building Plans - Mechanical,3
2022-129501 PR,Residential ,23,New,6,0,Residential Zoning Review,1
2022-129513 PR,Residential ,19,New,5,0,Residential Zoning Review,1
2022-129527 PR,Residential ,148,New,12,4,Residential Zoning Review,3
2022-129558 PR,Commericial ,23,Remodel,5,1,Commercial Building Plans,2
2022-129586 PR,Residential ,49,Addition and Remodel,5,2,Residential Zoning Review,2
2022-129623 PR,Residential ,0,Repair,1,0,None,0
2022-129807 PR,Residential ,0,Repair,1,0,None,0
2022-129818 PR,Residential ,97,New,7,2,Residential Zoning Review,2
2022-130084 PR,Commericial ,49,Remodel,13,2,Building Plans - Electrical,2
2022-130169 PR,Commericial ,16,Remodel,11,0,Commercial Building Plans,1
2022-130329 PR,Commericial ,99,Remodel,21,7,Commercial Building Plans,3
2022-130584 PR,Residential ,130,Addition and Remodel,6,2,Residential Zoning Review,2
2022-130649 PR,Residential ,53,Addition and Remodel,4,1,Residential Zoning Review,2
2022-130664 PR,Residential ,24,New,6,1,Residential Zoning Review,2
2022-131018 PR,Residential ,0,Repair,1,0,None,0
2022-131110 PR,Commericial ,6,Remodel,10,0,Commercial Building Plans,1
2022-131325 PR,Commericial ,169,New,21,5,ATD SIF Review,4
2022-131360 PR,Residential ,44,New,4,0,Residential Zoning Review,1
2022-131443 PR,Residential ,3,New,2,0,None,0
2022-131506 PR,Residential ,11,New,3,0,Fire Review,1
2022-131585 PR,Residential ,0,Repair,1,0,None,0
2022-131840 PR,Residential ,50,New,4,1,Fire Review,2
2022-132110 PR,Commericial ,57,Remodel,14,2,Building Plans - Electrical,2
2022-132274 PR,Residential ,9,New,3,0,Fire Review,1
2022-132295 PR,Residential ,10,New,3,0,Fire Review,1
2022-132677 PR,Residential ,90,Addition and Remodel,7,2,Residential Zoning Review,2
2022-132791 PR,Commericial ,37,Remodel,14,3,Commercial Building Plans,2
2022-132830 PR,Commericial ,57,Remodel,15,3,Building Plans - Electrical,3
2022-133111 PR,Residential ,148,New,13,4,ATD SIF Review,3
2022-133203 PR,Commericial ,19,Remodel,16,6,Commercial Building Plans,2
2022-133269 PR,Residential ,0,Repair,1,0,None,0
2022-133282 PR,Residential ,47,New,4,1,Fire Review,2
2022-133549 PR,Commericial ,145,Remodel,21,6,Building Plans - Plumbing,4
2022-133875 PR,Residential ,68,New,8,2,Fire Review,3
2022-134269 PR,Commericial ,24,Remodel,11,1,Building Plans - Electrical,2
2022-134417 PR,Residential ,74,New,5,1,Fire Review,2
2022-134469 PR,Residential ,69,New,5,1,Fire Review,3
2022-134573 PR,Residential ,69,New,5,1,Fire Review,3
2022-134868 PR,Residential ,0,Repair,1,0,None,0
2022-134873 PR,Residential ,0,Repair,1,0,None,0
2022-135130 PR,Residential ,7,New,3,0,Fire Review,1
2022-135181 PR,Residential ,7,New,3,0,Fire Review,1
2022-135196 PR,Residential ,77,New,4,1,Fire Review,2
2022-135232 PR,Residential ,71,New,5,1,Fire Review,2
2022-135239 PR,Residential ,8,New,3,0,Fire Review,1
2022-135263 PR,Residential ,8,New,3,0,Fire Review,1
2022-135278 PR,Residential ,22,Addition and Remodel,5,1,Tech Master Review,2
2022-135376 PR,Residential ,9,New,3,0,Fire Review,1
2022-135389 PR,Residential ,8,New,3,0,Fire Review,1
2022-135406 PR,Residential ,9,New,3,0,Fire Review,1
2022-135467 PR,Residential ,8,New,3,0,Fire Review,1
2022-135491 PR,Commericial ,41,Remodel,15,3,Commercial Building Plans,2
2022-135493 PR,Residential ,0,Repair,1,0,None,0
2022-135555 PR,Residential ,10,New,3,0,Fire Review,1
2022-135578 PR,Residential ,62,New,6,1,Residential Zoning Review,2
2022-135595 PR,Residential ,77,New,5,1,Fire Review,2
2022-135644 PR,Commericial ,31,Remodel,14,3,Commercial Zoning Review,4
2022-135905 PR,Residential ,0,Repair,1,0,None,0
2022-135955 PR,Residential ,0,Repair,1,0,None,0
2022-136065 PR,Commericial ,111,New,6,2,Commercial Site Plan Review,2
2022-136116 PR,Residential ,35,Addition and Remodel,5,2,Residential Zoning Review,2
2022-136131 PR,Residential ,138,Addition and Remodel,15,6,Fire Review,3
2022-136737 PR,Commericial ,20,Remodel,11,1,Building Plans - Electrical,2
2022-136759 PR,Residential ,8,New,3,0,Fire Review,1
2022-136828 PR,Residential ,14,New,3,0,Fire Review,1
2022-136876 PR,Residential ,13,New,3,0,Fire Review,1
2022-137184 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-137313 PR,Commericial ,131,New,19,4,Commercial Building Plans,3
2022-137375 PR,Residential ,144,New,12,5,Residential Zoning Review,2
2022-137430 PR,Commericial ,96,Remodel,16,3,Fire Review,3
2022-137448 PR,Residential ,154,New,8,2,Residential Zoning Review,7
2022-137464 PR,Residential ,49,New,9,3,Residential Zoning Review,2
2022-137584 PR,Residential ,0,Repair,1,0,None,0
2022-137614 PR,Residential ,0,Repair,1,0,None,0
2022-137653 PR,Residential ,0,Repair,1,0,None,0
2022-137677 PR,Residential ,0,Repair,1,0,None,0
2022-138211 PR,Commericial ,26,Remodel,11,1,Building Plans - Electrical,2
2022-138694 PR,Commericial ,35,Remodel,15,4,Building Plans - Electrical,2
2022-138716 PR,Residential ,0,Repair,1,0,None,0
2022-139159 PR,Residential ,8,New,3,0,Fire Review,1
2022-139170 PR,Residential ,0,Repair,1,0,None,0
2022-139213 PR,Commericial ,136,New,16,4,Commercial Building Plans,2
2022-139311 PR,Residential ,35,New,7,2,Tech Master Review,2
2022-139539 PR,Residential ,29,New,4,0,Residential Zoning Review,1
2022-139547 PR,Residential ,51,New,7,2,Residential Zoning Review,2
2022-139861 PR,Commericial ,21,Remodel,12,2,Building Plans - Electrical,2
2022-140009 PR,Residential ,20,New,4,0,Residential Zoning Review,1
2022-140051 PR,Commericial ,48,Remodel,4,0,Commercial Building Plans,1
2022-140223 PR,Residential ,50,New,9,3,Residential Zoning Review,2
2022-140681 PR,Commericial ,43,Remodel,14,4,Commercial Building Plans,2
2022-140862 PR,Residential ,13,New,3,0,Fire Review,1
2022-140870 PR,Commericial ,60,Remodel,19,8,Building Plans - Mechanical,3
2022-140891 PR,Residential ,18,New,6,1,Fire Review,2
2022-141002 PR,Commericial ,35,New,13,2,Building Plans - Electrical,2
2022-141255 PR,Residential ,0,Repair,1,0,None,0
2022-141313 PR,Commericial ,27,Remodel,12,0,Commercial Building Plans,1
2022-141378 PR,Residential ,39,Addition and Remodel,3,1,Residential Zoning Review,2
2022-141393 PR,Residential ,0,Repair,1,0,None,0
2022-141744 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-142013 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-142208 PR,Commericial ,74,Remodel,18,4,AW Industrial Waste,3
2022-142418 PR,Commericial ,1,Remodel,4,0,Commercial Building Plans,1
2022-142453 PR,Commericial ,32,Remodel,14,1,Building Plans - Electrical,2
2022-142911 PR,Residential ,0,Repair,1,0,None,0
2022-143064 PR,Commericial ,8,Remodel,10,1,Building Plans - Electrical,2
2022-143359 PR,Residential ,8,New,3,0,Fire Review,1
2022-143392 PR,Residential ,0,Repair,1,0,None,0
2022-143779 PR,Commericial ,35,Remodel,16,5,Commercial Building Plans,2
2022-143818 PR,Residential ,6,New,2,0,None,0
2022-143851 PR,Commericial ,113,Remodel,21,6,Commercial Building Plans,3
2022-143931 PR,Residential ,7,New,3,0,Fire Review,1
2022-143936 PR,Residential ,7,New,3,0,Fire Review,1
2022-143954 PR,Residential ,7,New,3,0,Fire Review,1
2022-143959 PR,Residential ,142,New,4,1,Fire Review,2
2022-143969 PR,Residential ,146,Addition and Remodel,6,2,Tech Master Review,3
2022-143977 PR,Residential ,0,Repair,1,0,None,0
2022-144609 PR,Residential ,119,Addition and Remodel,9,3,Tech Master Review,3
2022-144679 PR,Residential ,11,New,3,0,Fire Review,1
2022-144692 PR,Residential ,0,Repair,1,0,None,0
2022-144836 PR,Commericial ,28,Remodel,13,3,Building Plans - Electrical,2
2022-145000 PR,Residential ,46,New,7,1,Fire Review,2
2022-145095 PR,Residential ,45,New,7,1,Fire Review,2
2022-145140 PR,Residential ,10,New,3,0,Fire Review,1
2022-145158 PR,Residential ,12,New,3,0,Fire Review,1
2022-145212 PR,Residential ,12,New,3,0,Fire Review,1
2022-145217 PR,Residential ,12,New,3,0,Fire Review,1
2022-145263 PR,Residential ,38,New,6,1,Tech Master Review,2
2022-145266 PR,Residential ,21,New,5,0,Residential Zoning Review,1
2022-145270 PR,Residential ,11,New,3,0,Fire Review,1
2022-145275 PR,Residential ,11,New,3,0,Fire Review,1
2022-145284 PR,Residential ,11,New,3,0,Fire Review,1
2022-145309 PR,Residential ,20,New,6,1,Fire Review,2
2022-145385 PR,Residential ,56,New,7,1,ATD SIF Review,2
2022-145402 PR,Commericial ,143,New,14,3,Building Plans - Electrical,2
2022-145473 PR,Residential ,1,Repair,1,0,None,0
2022-145560 PR,Residential ,0,Repair,1,0,None,0
2022-145591 PR,Residential ,0,Repair,1,0,None,0
2022-145671 PR,Residential ,65,New,11,4,Residential Zoning Review,2
2022-145676 PR,Residential ,0,Repair,1,0,None,0
2022-145719 PR,Residential ,0,Repair,1,0,None,0
2022-146065 PR,Commericial ,131,New,22,8,Building Plans - Mechanical,3
2022-146262 PR,Commericial ,36,Remodel,13,2,Commercial Building Plans,3
2022-146281 PR,Residential ,136,New,10,3,Residential Zoning Review,5
2022-146572 PR,Commericial ,16,Remodel,5,1,Commercial Building Plans,2
2022-146647 PR,Residential ,126,New,9,2,Residential Zoning Review,3
2022-146659 PR,Commericial ,10,Remodel,10,0,Commercial Building Plans,1
2022-146722 PR,Residential ,139,New,7,2,Tech Master Review,3
2022-146753 PR,Residential ,139,New,7,1,Tech Master Review,3
2022-146842 PR,Commericial ,17,Remodel,12,2,Building Plans - Electrical,2
2022-146878 PR,Residential ,21,New,5,0,Residential Zoning Review,1
2022-146891 PR,Residential ,21,New,5,0,Residential Zoning Review,1
2022-146973 PR,Residential ,125,New,9,2,Residential Zoning Review,3
2022-146982 PR,Commericial ,49,Remodel,12,1,Fire Review,2
2022-147022 PR,Residential ,27,New,6,1,Residential Zoning Review,2
2022-147094 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2022-147141 PR,Residential ,34,New,6,0,Residential Zoning Review,1
2022-147204 PR,Residential ,44,New,7,1,Residential Zoning Review,2
2022-147405 PR,Commericial ,14,Remodel,11,0,Commercial Building Plans,1
2022-147513 PR,Commericial ,79,Remodel,12,2,Commercial Building Plans,2
2022-147824 PR,Commericial ,141,Remodel,25,9,AW Industrial Waste,4
2022-148081 PR,Commericial ,42,Remodel,11,1,Commercial Building Plans,2
2022-148181 PR,Residential ,14,New,3,0,Fire Review,1
2022-148200 PR,Commericial ,98,Remodel,16,5,Building Plans - Mechanical,3
2022-148345 PR,Commericial ,14,Remodel,10,0,Commercial Building Plans,1
2022-148760 PR,Residential ,0,Repair,1,0,None,0
2022-148774 PR,Commericial ,38,Remodel,21,9,Building Plans - Electrical,2
2022-148824 PR,Residential ,21,New,5,0,Residential Zoning Review,1
2022-149035 PR,Residential ,0,Repair,1,0,None,0
2022-149101 PR,Commericial ,110,New,21,6,Commercial Building Plans,3
2022-149144 PR,Residential ,0,Repair,1,0,None,0
2022-149171 PR,Commericial ,34,Remodel,18,5,Commercial Building Plans,2
2022-149212 PR,Commericial ,11,Remodel,10,0,Commercial Building Plans,1
2022-149272 PR,Commericial ,6,Remodel,4,0,Commercial Building Plans,1
2022-149276 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-149320 PR,Commericial ,96,Remodel,12,1,Building Plans - Electrical,2
2022-149339 PR,Residential ,0,Repair,1,0,None,0
2022-149359 PR,Residential ,0,Repair,1,0,None,0
2022-149552 PR,Commericial ,1,Remodel,4,0,Commercial Building Plans,1
2022-149916 PR,Residential ,17,New,5,1,Residential Zoning Review,2
2022-150200 PR,Commericial ,93,Remodel,22,9,Commercial Zoning Review,3
2022-150307 PR,Residential ,14,New,3,0,Fire Review,1
2022-150357 PR,Residential ,16,New,3,0,Fire Review,1
2022-150486 PR,Residential ,97,New,6,1,Tech Master Review,2
2022-150807 PR,Residential ,8,New,3,1,Fire Review,2
2022-150809 PR,Residential ,8,New,3,0,Fire Review,1
2022-150832 PR,Residential ,16,New,3,0,Fire Review,1
2022-150868 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-150882 PR,Residential ,55,New,6,1,Residential Zoning Review,2
2022-150935 PR,Residential ,36,New,4,0,Residential Zoning Review,1
2022-150968 PR,Commericial ,48,Remodel,11,0,Commercial Building Plans,1
2022-150997 PR,Residential ,20,New,4,1,Fire Review,2
2022-151004 PR,Residential ,20,New,6,1,Fire Review,2
2022-151210 PR,Commericial ,2,New,4,0,Commercial Building Plans,1
2022-151261 PR,Residential ,23,New,4,0,Residential Zoning Review,1
2022-151444 PR,Residential ,25,New,3,0,Residential Zoning Review,1
2022-151490 PR,Residential ,22,Addition and Remodel,6,2,Tech Master Review,2
2022-151635 PR,Commericial ,41,Remodel,21,9,Building Plans - Electrical,2
2022-151654 PR,Commericial ,27,Remodel,13,3,Commercial Building Plans,2
2022-151709 PR,Residential ,12,New,3,0,Fire Review,1
2022-151749 PR,Residential ,12,New,5,0,Residential Zoning Review,1
2022-151810 PR,Residential ,43,New,7,2,Tech Master Review,2
2022-151934 PR,Residential ,56,New,8,3,Residential Zoning Review,2
2022-152108 PR,Commericial ,3,Remodel,4,0,Commercial Building Plans,1
2022-152240 PR,Residential ,75,New,10,3,Tech Master Review,2
2022-152305 PR,Commericial ,88,Remodel,22,9,Building Plans - Mechanical,3
2022-152365 PR,Residential ,94,Addition and Remodel,5,2,Residential Zoning Review,2
2022-152488 PR,Commericial ,28,Remodel,14,4,Commercial Building Plans,2
2022-152668 PR,Residential ,57,Addition and Remodel,7,2,Tech Master Review,2
2022-152677 PR,Residential ,0,Repair,1,0,None,0
2022-152694 PR,Residential ,0,Repair,1,0,None,0
2022-152908 PR,Residential ,10,Addition and Remodel,3,0,Residential Zoning Review,1
2022-152973 PR,Residential ,0,Repair,1,0,None,0
2022-153111 PR,Residential ,10,New,2,0,None,0
2022-153159 PR,Residential ,58,New,6,1,Fire Review,2
2022-153376 PR,Residential ,3,Repair,2,0,Flood Plain Review,1
2022-153472 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-153744 PR,Residential ,87,New,8,2,Tech Master Review,2
2022-153800 PR,Residential ,15,New,7,0,Residential Zoning Review,1
2022-153965 PR,Residential ,55,New,9,2,Residential Zoning Review,2
2022-154158 PR,Commericial ,15,Remodel,10,1,Building Plans - Electrical,2
2022-154166 PR,Residential ,0,Repair,1,0,None,0
2022-154220 PR,Commericial ,14,Remodel,10,0,Commercial Building Plans,1
2022-154447 PR,Residential ,13,New,6,1,Fire Review,2
2022-154562 PR,Commericial ,56,Remodel,5,1,Commercial Building Plans,2
2022-154812 PR,Residential ,49,New,5,1,Residential Zoning Review,2
2022-154856 PR,Residential ,39,New,9,2,Tree Ordinance Review,2
2022-154873 PR,Commericial ,78,Remodel,17,4,Commercial Building Plans,3
2022-154938 PR,Commericial ,64,Remodel,10,0,Commercial Building Plans,1
2022-154947 PR,Residential ,48,New,4,1,Residential Zoning Review,2
2022-154960 PR,Residential ,60,New,6,1,Tech Master Review,2
2022-155013 PR,Residential ,11,New,3,0,Fire Review,1
2022-155363 PR,Commericial ,35,Remodel,13,1,Building Plans - Electrical,2
2022-155410 PR,Commericial ,10,Remodel,10,0,Commercial Building Plans,1
2022-155437 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-155604 PR,Residential ,10,New,3,0,Fire Review,1
2022-155888 PR,Commericial ,53,Remodel,16,3,Commercial Zoning Review,3
2022-155896 PR,Commericial ,33,Remodel,15,1,Commercial Zoning Review,2
2022-155909 PR,Commericial ,32,New,16,4,Commercial Building Plans,2
2022-156028 PR,Residential ,0,Repair,1,0,None,0
2022-156036 PR,Residential ,5,Repair,2,0,Flood Plain Review,1
2022-156039 PR,Residential ,5,Repair,2,0,Flood Plain Review,1
2022-156189 PR,Residential ,4,Relocation,2,0,Tree Ordinance Review,1
2022-156405 PR,Residential ,109,New,10,4,Residential Zoning Review,2
2022-156523 PR,Residential ,24,New,4,0,Residential Zoning Review,1
2022-156829 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-156853 PR,Commericial ,101,Remodel,22,7,Building Plans - Plumbing,3
2022-156937 PR,Residential ,121,Addition and Remodel,7,2,Residential Zoning Review,2
2022-157006 PR,Commericial ,132,Remodel,15,4,Commercial Building Plans,2
2022-157025 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2022-157042 PR,Commericial ,94,Remodel,16,5,Commercial Building Plans,2
2022-157274 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-157276 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-157419 PR,Residential ,0,Repair,1,0,None,0
2022-157455 PR,Commericial ,58,Remodel,22,9,Building Plans - Plumbing,3
2022-157490 PR,Residential ,78,Addition and Remodel,8,1,Fire Review,2
2022-157535 PR,Commericial ,44,Remodel,14,2,Commercial Building Plans,2
2022-157753 PR,Commericial ,61,Remodel,21,5,Commercial Building Plans,3
2022-158059 PR,Commericial ,15,Remodel,11,1,Building Plans - Electrical,2
2022-158081 PR,Commericial ,46,Remodel,21,10,Building Plans - Mechanical,3
2022-158314 PR,Residential ,28,New,5,0,Residential Zoning Review,1
2022-158342 PR,Residential ,57,New,8,2,Residential Zoning Review,2
2022-158430 PR,Residential ,119,New,7,2,Tree Ordinance Review,2
2022-158631 PR,Commericial ,11,Remodel,10,0,Commercial Building Plans,1
2022-159194 PR,Residential ,0,Repair,1,0,None,0
2022-159493 PR,Residential ,0,Repair,1,0,None,0
2022-159612 PR,Residential ,66,New,7,1,Residential Zoning Review,2
